date,GHI_Wm2,DNI_Wm2,ClearSkyGHI_Wm2,WindSpeed_10m_ms,Temp_2m_C,Precip_mm,CloudAmount_pct
2000-01,5.928341935483871,,7.274338709677419,2.0535483870967743,23.585483870967742,0.1570967741935484,37.45161290322581
2000-02,7.014834482758621,,7.640513793103449,2.1382758620689652,24.564137931034484,0.03896551724137932,25.768965517241377
2000-03,6.1636,,7.4702161290322575,2.2135483870967745,25.79,0.6245161290322581,48.88709677419355
2000-04,6.257896666666666,,7.21764,2.4596666666666667,24.491333333333333,1.401,36.89333333333333
2000-05,5.260654838709677,,6.762261290322581,2.9293548387096773,23.75774193548387,0.2945161290322581,54.329032258064515
2000-06,4.597313333333333,,6.30745,3.2026666666666666,22.273666666666667,0.18133333333333332,52.89333333333333
2000-07,4.795141935483871,,6.368225806451613,3.448387096774194,21.824838709677422,0.10032258064516128,56.82258064516129
2000-08,5.228848387096774,,6.837741935483871,3.971290322580645,22.021935483870966,0.19387096774193552,53.270967741935486
2000-09,5.7067266666666665,,7.227453333333333,3.7786666666666666,22.917333333333332,0.20299999999999999,46.21666666666667
2000-10,6.380519354838709,,7.447564516129033,2.98258064516129,24.171290322580642,0.2625806451612903,39.46451612903226
2000-11,5.388433333333333,,7.174733333333333,1.9506666666666665,23.077,4.800333333333333,60.483333333333334
2000-12,5.769883870967742,,7.102835483870968,1.7374193548387096,23.057419354838707,3.11741935483871,45.25483870967742
2001-01,5.542006451612903,3.839712903225806,7.16363870967742,1.6119354838709676,23.169677419354837,3.6670967741935487,53.29774193548387
2001-02,6.199957142857143,4.821828571428571,7.520728571428571,2.0464285714285713,25.30892857142857,0.15392857142857141,35.30321428571428
2001-03,6.259958064516129,4.899983870967741,7.538264516129033,1.9893548387096776,24.840645161290322,1.7461290322580643,52.14161290322581
2001-04,5.72961,4.042363333333333,7.2117933333333335,2.276333333333333,24.18566666666667,2.5679999999999996,58.02033333333333
2001-05,5.4039,4.051845161290323,6.78938064516129,2.8009677419354837,24.22290322580645,0.7087096774193548,46.689354838709676
2001-06,4.857056666666667,3.3890433333333334,6.463243333333334,2.886,22.473333333333336,0.36666666666666664,55.64433333333333
2001-07,4.701274193548387,2.757087096774194,6.441687096774193,3.154193548387097,21.344193548387096,0.22451612903225807,55.15193548387097
2001-08,5.6169161290322585,4.215545161290323,6.916629032258065,3.625483870967742,22.07,0.20967741935483872,50.351612903225806
2001-09,6.039443333333334,4.541223333333334,7.218936666666666,3.3073333333333332,23.44333333333333,0.06933333333333333,39.747
2001-10,6.218545161290323,4.678374193548387,7.403835483870968,2.8393548387096774,24.299677419354836,0.6929032258064516,48.93774193548387
2001-11,5.683260000000001,3.6445133333333337,7.214153333333333,1.9563333333333333,22.225,7.425,63.16433333333334
2001-12,5.417703225806452,3.8828516129032256,7.09263870967742,1.7632258064516129,23.008064516129032,2.636774193548387,52.505483870967744
2002-01,5.6273709677419355,4.177674193548388,7.159616129032258,1.8190322580645162,23.768709677419356,0.8090322580645161,59.075483870967744
2002-02,6.569535714285714,5.667485714285715,7.586271428571429,2.084285714285714,24.677857142857142,0.3175,40.17928571428571
2002-03,6.034890322580646,4.5401,7.557135483870968,1.9641935483870967,24.807096774193546,2.3548387096774195,53.29322580645161
2002-04,5.457183333333333,3.4883733333333335,7.22139,2.1643333333333334,23.819666666666667,4.64,76.17800000000001
2002-05,5.2913258064516135,3.552496774193548,6.720567741935485,2.3509677419354835,23.289354838709677,2.0425806451612902,56.59064516129032
2002-06,4.95234,3.0543533333333333,6.35337,2.6180000000000003,22.377000000000002,0.201,56.25233333333333
2002-07,5.230977419354839,3.9285806451612904,6.546222580645161,3.166129032258065,21.87451612903226,0.3029032258064516,47.049032258064514
2002-08,4.638064516129032,2.594109677419355,6.774761290322581,3.858064516129032,21.893225806451614,0.3006451612903226,63.432903225806456
2002-09,6.09134,4.97479,7.40143,3.619666666666667,23.000666666666667,0.657,42.515
2002-10,5.947512903225806,4.312206451612903,7.3900999999999994,2.7758064516129033,23.636129032258065,3.097741935483871,54.22774193548387
2002-11,6.174066666666667,4.863306666666667,7.171476666666666,1.739,23.051333333333332,3.9406666666666665,52.028666666666666
2002-12,5.980854838709678,4.949587096774193,7.073603225806452,1.5409677419354837,23.30322580645161,4.126774193548387,55.97451612903226
2003-01,6.058441935483871,5.072083870967742,7.27678064516129,1.9854838709677418,24.482903225806453,0.2719354838709677,35.04677419354839
2003-02,6.570035714285714,5.9705892857142855,7.575203571428572,2.1410714285714287,25.65357142857143,0.27214285714285713,39.73285714285714
2003-03,6.493503225806451,5.015564516129031,7.504922580645162,2.155806451612903,25.941290322580645,1.043225806451613,45.08709677419355
2003-04,5.70798,3.8466766666666667,7.181236666666666,2.1929999999999996,24.694333333333336,3.936,70.38799999999999
2003-05,5.12091935483871,3.356083870967742,6.6953774193548385,2.2903225806451615,23.15838709677419,2.6712903225806452,64.89483870967742
2003-06,4.93422,3.6037066666666666,6.309293333333333,2.866,22.705666666666666,0.107,57.607
2003-07,4.889874193548387,3.3407548387096773,6.442312903225806,3.3225806451612905,22.02516129032258,0.09580645161290323,50.770645161290325
2003-08,4.846532258064516,2.914458064516129,6.806574193548387,3.5141935483870967,21.909032258064514,0.39064516129032256,61.59064516129032
2003-09,6.00224,4.45266,7.305193333333333,3.7356666666666665,23.485000000000003,0.24866666666666667,44.32
2003-10,5.9980677419354835,4.461525806451613,7.373409677419355,2.7448387096774196,23.91483870967742,2.3990322580645165,50.483870967741936
2003-11,5.96587,4.489696666666666,7.21289,1.8880000000000001,22.942999999999998,4.608333333333333,59.915
2003-12,6.258416129032258,5.460274193548387,7.140761290322581,1.9348387096774193,23.19677419354839,1.5606451612903227,38.673870967741934
2004-01,5.641716129032258,4.262293548387097,7.212835483870968,1.8019354838709678,24.026129032258062,2.4899999999999998,59.26387096774194
2004-02,5.773579310344827,4.068644827586207,7.418858620689655,2.0041379310344825,25.107586206896553,0.9120689655172414,58.459999999999994
2004-03,6.175054838709677,4.433619354838709,7.425793548387097,2.1693548387096775,25.686451612903223,0.8548387096774194,58.05870967741935
2004-04,5.50578,3.6313933333333335,7.16017,2.182,24.245333333333335,2.6540000000000004,70.94266666666667
2004-05,5.084093548387097,3.0957774193548384,6.58888064516129,2.4538709677419352,24.104193548387098,0.5790322580645161,64.68645161290323
2004-06,4.788663333333333,3.567893333333333,6.420043333333334,2.9993333333333334,22.168666666666663,0.18733333333333332,68.51933333333334
2004-07,5.36571935483871,4.567212903225806,6.603932258064516,3.3141935483870966,21.753548387096775,0.07677419354838709,57.31516129032258
2004-08,5.533464516129032,3.939790322580645,7.04741935483871,3.833870967741935,22.251935483870966,0.05903225806451613,57.73903225806452
2004-09,6.0786,4.53551,7.354173333333334,3.6333333333333333,23.779333333333334,0.33666666666666667,49.506
2004-10,6.00401935483871,4.406912903225806,7.5059516129032255,2.7903225806451615,24.09741935483871,1.4209677419354838,60.58322580645161
2004-11,5.7828800000000005,4.401669999999999,7.279863333333334,2.1176666666666666,23.584333333333333,3.2543333333333333,64.473
2004-12,5.879674193548388,4.758116129032258,7.131035483870967,1.9345161290322581,23.801290322580645,2.3680645161290323,68.49129032258064
2005-01,6.306625806451613,5.3506451612903225,7.294641935483871,2.0029032258064516,24.67064516129032,0.5932258064516129,60.83
2005-02,6.2881285714285715,4.913521428571428,7.565446428571429,2.197857142857143,25.766785714285714,0.10535714285714284,64.03035714285714
2005-03,6.340583870967742,4.636967741935484,7.524235483870967,2.0964516129032256,25.936774193548384,0.9412903225806452,60.608064516129026
2005-04,5.882053333333333,4.122583333333333,7.175456666666666,2.3313333333333333,25.546333333333333,1.3246666666666667,66.757
2005-05,5.3050612903225804,3.789658064516129,6.654793548387096,2.5561290322580645,24.218387096774194,1.527741935483871,65.06838709677419
2005-06,4.639446666666667,2.69496,6.237876666666667,2.866333333333333,22.906,0.20400000000000001,70.06633333333333
2005-07,4.4013709677419355,2.4281612903225804,6.376974193548388,3.36741935483871,22.15774193548387,0.24451612903225806,77.23387096774194
2005-08,4.659325806451613,2.4501935483870967,6.817290322580646,3.649677419354839,21.934838709677418,0.5141935483870967,73.35258064516128
2005-09,5.557723333333333,3.4215666666666666,7.152823333333333,3.625,23.454333333333334,0.11800000000000001,64.86033333333333
2005-10,6.491441935483871,5.252054838709678,7.431861290322581,2.9306451612903226,23.87258064516129,1.2558064516129033,47.46935483870968
2005-11,5.54178,4.04465,7.1911000000000005,2.1906666666666665,23.595333333333333,2.1599999999999997,66.36366666666667
2005-12,5.8682741935483875,4.3871935483870965,7.11983870967742,1.993548387096774,24.844516129032257,0.2567741935483871,70.87967741935483
2006-01,5.741751612903226,4.178612903225806,7.248732258064516,2.0416129032258064,25.078709677419358,0.5267741935483871,69.36
2006-02,5.9090107142857144,4.358503571428572,7.488814285714286,2.1257142857142854,26.229285714285712,0.6985714285714285,67.57392857142857
2006-03,5.992877419354839,3.646790322580645,7.427351612903226,2.0151612903225806,25.088064516129034,1.7680645161290323,71.1716129032258
2006-04,5.619193333333333,3.6394900000000003,7.118123333333333,2.1903333333333332,23.656333333333336,3.671666666666667,70.875
2006-05,5.562322580645161,4.4515,6.704809677419354,2.3448387096774193,23.50548387096774,2.591290322580645,66.56451612903226
2006-06,5.181073333333333,4.240046666666667,6.385426666666667,2.9226666666666667,22.90266666666667,0.17200000000000001,60.57333333333334
2006-07,4.519658064516129,2.718241935483871,6.299545161290323,3.30741935483871,21.734193548387097,0.1667741935483871,74.31129032258065
2006-08,5.267277419354838,3.40721935483871,6.860564516129033,3.6006451612903225,22.42774193548387,0.41161290322580646,66.53645161290324
2006-09,5.7816600000000005,3.8759900000000003,7.297643333333334,3.833666666666667,23.133666666666667,0.6656666666666666,55.407666666666664
2006-10,6.044070967741935,4.510535483870968,7.38471935483871,2.8048387096774197,23.54516129032258,2.7890322580645166,55.37677419354839
2006-11,5.893513333333333,4.18744,7.196406666666666,1.621,22.787666666666667,9.047666666666666,73.22399999999999
2006-12,5.533445161290323,3.826541935483871,6.957351612903226,1.589032258064516,22.692580645161293,5.740967741935484,72.83774193548386
2007-01,5.804558064516129,4.3169129032258065,7.1972258064516135,1.9164516129032256,23.339354838709678,1.0393548387096774,67.60387096774194
2007-02,6.375639285714286,4.954935714285715,7.510028571428571,1.9539285714285715,25.381428571428568,0.2392857142857143,63.534285714285716
2007-03,6.2354806451612905,4.030577419354839,7.573387096774193,2.113548387096774,25.26,0.902258064516129,66.80870967741936
2007-04,5.706296666666666,3.50715,7.111603333333333,2.1483333333333334,24.759333333333334,2.097,73.403
2007-05,5.277332258064516,4.086832258064516,6.7429741935483865,2.6551612903225807,23.82193548387097,1.6280645161290321,62.950967741935486
2007-06,5.1796,3.6404133333333335,6.208293333333333,2.6083333333333334,22.534333333333333,0.45866666666666667,62.473333333333336
2007-07,4.829335483870968,3.2274129032258068,6.344909677419356,3.0841935483870966,21.94677419354839,0.5219354838709678,65.26193548387097
2007-08,4.838667741935485,2.886851612903226,6.825648387096774,3.6500000000000004,22.38032258064516,0.5851612903225807,69.03677419354838
2007-09,5.744996666666666,4.025143333333333,7.21573,3.6566666666666667,23.633666666666667,0.6669999999999999,56.284
2007-10,6.087561290322581,4.380916129032259,7.3730161290322584,2.683225806451613,23.596451612903227,2.3451612903225807,55.13967741935484
2007-11,5.961386666666667,4.543346666666666,7.19018,1.9616666666666667,23.308333333333334,3.577,62.76833333333333
2007-12,5.725609677419355,4.143245161290322,7.029841935483871,1.8625806451612903,23.11258064516129,2.108064516129032,70.66354838709678
2008-01,5.491099999999999,3.8505387096774193,7.249654838709677,1.911935483870968,23.637096774193548,1.1951612903225806,73.63000000000001
2008-02,6.080224137931035,3.7675689655172415,7.412020689655172,2.0886206896551722,24.979310344827585,0.2003448275862069,66.5851724137931
2008-03,6.2313,3.850703225806452,7.456283870967742,2.024516129032258,25.039032258064516,1.9816129032258065,67.81129032258065
2008-04,5.86599,4.185996666666666,7.22663,2.208666666666667,23.671333333333333,2.6393333333333335,69.98833333333333
2008-05,5.4398967741935484,4.241751612903226,6.751754838709677,2.7651612903225806,23.84741935483871,0.5870967741935483,57.46064516129032
2008-06,4.667526666666666,3.31351,6.343226666666666,2.9739999999999998,22.026333333333334,0.3266666666666667,60.48233333333334
2008-07,4.307780645161291,2.4788741935483873,6.27908064516129,3.25258064516129,21.644193548387097,0.4154838709677419,70.86870967741935
2008-08,5.072967741935484,2.9072709677419355,6.743683870967742,3.7425806451612904,22.518709677419356,0.15483870967741936,59.78225806451613
2008-09,6.309596666666667,4.897876666666666,7.19475,3.455,24.238999999999997,0.16366666666666668,40.132
2008-10,6.036612903225806,4.266987096774193,7.38331935483871,2.55258064516129,24.44129032258065,1.7725806451612904,54.66483870967742
2008-11,5.80176,3.835536666666667,7.16328,1.9413333333333334,23.599333333333334,3.4846666666666666,56.533
2008-12,5.6530387096774195,3.956222580645161,7.071416129032258,2.0309677419354837,24.713870967741936,0.4532258064516129,61.27774193548387
2009-01,5.862148387096774,4.357838709677419,7.263335483870968,1.9948387096774194,24.10516129032258,1.2796774193548388,49.42580645161291
2009-02,5.895017857142856,3.3167857142857144,7.497578571428571,2.1957142857142857,25.074285714285715,0.4303571428571429,63.551785714285714
2009-03,6.558909677419355,4.970306451612903,7.527277419354839,2.3148387096774194,26.28774193548387,0.4619354838709678,47.877741935483876
2009-04,5.881576666666667,3.89168,7.172103333333333,2.2983333333333333,24.719,1.4863333333333335,59.504000000000005
2009-05,5.163812903225807,3.355164516129032,6.691735483870968,2.500967741935484,24.251612903225805,0.9245161290322581,62.72870967741935
2009-06,4.892023333333333,3.3901133333333333,6.4147300000000005,2.9806666666666666,23.711666666666666,0.32733333333333337,55.53866666666667
2009-07,5.1309,3.7079225806451612,6.454729032258064,3.4729032258064514,22.29774193548387,0.05193548387096775,52.83870967741935
2009-08,5.051412903225806,3.109783870967742,6.7463,3.9819354838709677,22.686451612903223,0.0567741935483871,58.164838709677426
2009-09,6.248819999999999,4.95092,7.285993333333334,3.7543333333333333,24.151,0.03833333333333334,35.38766666666667
2009-10,5.869796774193548,3.7422290322580647,7.3481903225806455,2.7983870967741935,23.661612903225805,3.4287096774193544,63.6325806451613
2009-11,6.218909999999999,4.70311,7.198806666666667,1.9036666666666666,24.005999999999997,1.739,50.032000000000004
2009-12,5.680909677419355,3.9577612903225807,7.025254838709678,1.6367741935483873,23.38967741935484,3.7277419354838712,63.082258064516125
2010-01,5.884145161290323,4.336393548387097,7.162803225806451,1.9809677419354839,24.351612903225806,0.6703225806451614,52.17612903225807
2010-02,5.9296500000000005,3.9629499999999998,7.436485714285714,1.9982142857142857,25.209285714285716,1.1996428571428572,57.3675
2010-03,5.995212903225807,3.9504193548387097,7.420712903225807,1.992258064516129,24.510322580645163,3.027741935483871,64.34032258064516
2010-04,6.003703333333333,4.352353333333334,7.156453333333333,2.1973333333333334,24.319000000000003,3.405333333333333,62.333333333333336
2010-05,5.388816129032258,4.142329032258065,6.757370967741935,2.5596774193548386,24.050645161290323,1.5735483870967741,58.07096774193548
2010-06,4.700936666666666,3.1207333333333334,6.353606666666667,2.881333333333333,23.183,0.19499999999999998,66.60833333333333
2010-07,5.052003225806452,3.3413870967741937,6.372854838709678,3.1841935483870967,21.87290322580645,0.30483870967741933,61.63741935483871
2010-08,4.896983870967742,2.700493548387097,6.803187096774193,3.695806451612903,22.171290322580642,0.21548387096774194,68.07354838709678
2010-09,5.641306666666667,3.868326666666667,7.24752,3.691666666666667,23.344,0.098,52.746
2010-10,6.250570967741935,4.533374193548387,7.320190322580646,2.793548387096774,24.587741935483873,0.6499999999999999,49.243870967741934
2010-11,5.364813333333333,3.277733333333333,7.085043333333333,2.033333333333333,23.520666666666667,2.6373333333333333,65.67533333333333
2010-12,5.895825806451613,3.8063548387096775,7.004938709677419,1.8512903225806452,24.044193548387096,1.407741935483871,55.33419354838709
2011-01,6.152809677419355,4.802070967741936,7.25601935483871,1.9787096774193547,24.600322580645162,0.24967741935483873,47.344193548387096
2011-02,6.505671428571428,5.181357142857143,7.475103571428571,1.9907142857142859,25.192857142857143,0.5896428571428572,42.823214285714286
2011-03,6.624451612903226,4.974516129032258,7.481825806451613,2.154193548387097,25.850645161290323,0.8545161290322582,46.29548387096774
2011-04,5.668123333333333,3.73467,7.219416666666667,2.3116666666666665,25.022666666666666,1.5053333333333334,63.806333333333335
2011-05,5.448003225806452,4.098632258064516,6.779067741935483,2.7106451612903224,24.28322580645161,0.9587096774193548,56.35354838709677
2011-06,4.699443333333333,2.8491033333333333,6.10821,2.6993333333333336,23.450333333333333,0.34600000000000003,57.522333333333336
2011-07,5.079041935483871,3.6741225806451614,6.349132258064516,3.116774193548387,22.641612903225806,0.24967741935483873,52.810967741935485
2011-08,5.024416129032258,3.035038709677419,6.755309677419355,3.638709677419355,22.412258064516127,0.4464516129032258,62.6174193548387
2011-09,5.7220733333333325,3.6751766666666663,7.14666,3.658333333333333,23.916666666666668,0.2986666666666667,57.46333333333334
2011-10,5.591077419354838,3.420903225806452,7.329654838709677,2.547741935483871,23.556451612903224,3.5664516129032258,67.19096774193548
2011-11,5.836433333333333,3.9681366666666666,7.066183333333333,1.7336666666666667,22.992,5.386,64.41266666666667
